[2024-10-26 21:28:10.714] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:10.986] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:10.987] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:11.580] [info]  Initializing voice engine with audio subsystem: standard
[2024-10-26 21:28:11.686] [info]  [default] [BUILD INFO] Release Channel: stable, Build Number: 339221, Version Hash: 36872679de2a9e11cc7bc69924d1a64fdb46f66f
[2024-10-26 21:28:11.882] [info]  [default] [NATIVE INFO] host 0.0.72, modules: discord_desktop_core: 1, discord_erlpack: 1, discord_spellcheck: 1, discord_utils: 1, discord_voice: 1, discord_zstd: 1, build: null
[2024-10-26 21:28:11.955] [error] [Spellchecker] sh is not a valid locale.
[2024-10-26 21:28:12.098] [info]  [Spellchecker] Switching to en-US (available)
[2024-10-26 21:28:12.099] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:12.122] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:12.465] [warn]  [CloudSyncUtils] CloudSync is not supported on this platform
[2024-10-26 21:28:12.652] [warn]  [DEPRECATED] Please use `subscribeWithSelector` middleware
[2024-10-26 21:28:12.755] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:12.755] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-10-26 21:28:14.727] [info]  [RPCServer:WSS] Starting on 6463
[2024-10-26 21:28:14.737] [info]  [RPCServer:IPC] Starting on /run/user/1000/discord-ipc-0
[2024-10-26 21:28:16.215] [warn]  The resource https://discordapp.com/assets/b21c5111a12372139409.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:16.216] [warn]  The resource https://discordapp.com/assets/f5b8aa3411dfc24ff2e6.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:16.216] [warn]  The resource https://discordapp.com/assets/8bd8143eff37936894aa.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:16.216] [warn]  The resource https://discordapp.com/assets/48a594e29497835802fe.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:16.216] [warn]  The resource https://discordapp.com/assets/452d7be36bf4b23241bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:16.217] [warn]  The resource https://discordapp.com/assets/8234e0a75aa9afb205bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:17.156] [info]  [RPCServer:WSS] Socket Message: 3 [object Object]
[2024-10-26 21:28:17.165] [info]  [RPCServer:WSS] Socket Emit: 3 [object Object]
[2024-10-26 21:28:17.206] [info]  [LoginQRSocket] [0ms] connecting to wss://remote-auth-gateway.discord.gg/?v=2
[2024-10-26 21:28:17.447] [info]  [LoginQRSocket] [240ms] got hello, auth timeout=294830ms
[2024-10-26 21:28:17.486] [info]  [LoginQRSocket] [280ms] connected, handshaking with fingerprint: PCm8WdzUG3Cx5YxmO9k3QTzmqFbA8KfBpz-GCbzIyrQ
[2024-10-26 21:28:17.624] [info]  [LoginQRSocket] [417ms] computed nonce proof
[2024-10-26 21:28:17.763] [info]  [LoginQRSocket] [556ms] handshake complete awaiting remote auth.
[2024-10-26 21:28:20.776] [warn]  The resource https://discordapp.com/assets/b21c5111a12372139409.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:20.777] [warn]  The resource https://discordapp.com/assets/f5b8aa3411dfc24ff2e6.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:20.777] [warn]  The resource https://discordapp.com/assets/8bd8143eff37936894aa.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:20.777] [warn]  The resource https://discordapp.com/assets/48a594e29497835802fe.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:20.778] [warn]  The resource https://discordapp.com/assets/452d7be36bf4b23241bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:28:20.778] [warn]  The resource https://discordapp.com/assets/8234e0a75aa9afb205bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:16.867] [info]  [LoginQRSocket] [59632ms] remote auth handshake started, awaiting ticket/cancel.
[2024-10-26 21:29:19.957] [warn]  The resource https://discordapp.com/assets/b21c5111a12372139409.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:19.958] [warn]  The resource https://discordapp.com/assets/f5b8aa3411dfc24ff2e6.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:19.958] [warn]  The resource https://discordapp.com/assets/8bd8143eff37936894aa.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:19.958] [warn]  The resource https://discordapp.com/assets/48a594e29497835802fe.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:19.958] [warn]  The resource https://discordapp.com/assets/452d7be36bf4b23241bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:19.958] [warn]  The resource https://discordapp.com/assets/8234e0a75aa9afb205bd.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally.
[2024-10-26 21:29:20.104] [info]  [Flux] Dispatching LOGIN
[2024-10-26 21:29:20.108] [info]  [Flux] Dispatching LOGIN_SUCCESS
[2024-10-26 21:29:20.123] [info]  [Routing/Utils] transitionTo - Transitioning to /app
[2024-10-26 21:29:20.131] [info]  [GatewaySocket] [CONNECT] wss://gateway.discord.gg, encoding: etf, version: 9, compression: zstd-stream
[2024-10-26 21:29:20.133] [info]  [LoginQRSocket] [62927ms] cleaning up
